gid	accident_cnt	geometry	num_children	num_school	num_facility
다사554091	0	MULTIPOLYGON (((126.99755911838 37.17960502140225, 126.9975531482764 37.18050640218888, 126.9986796713537 37.18051117388369, 126.9986856280733 37.17960979294212, 126.99755911838 37.17960502140225)))	0.0	0.0	0.0
다사555084	0	MULTIPOLYGON (((126.9987273176885 37.1733001224795, 126.9987213628244 37.17420150438896, 126.9998477924909 37.17420626429202, 126.9998537339752 37.17330488222798, 126.9987273176885 37.1733001224795)))	0.0	0.0	0.0
다사555085	0	MULTIPOLYGON (((126.9987213628244 37.17420150438896, 126.9987154076952 37.17510288616017, 126.9998418507422 37.17510764621778, 126.9998477924909 37.17420626429202, 126.9987213628244 37.17420150438896)))	0.0	0.0	0.0
다사555086	0	MULTIPOLYGON (((126.9987154076952 37.17510288616017, 126.9987094523009 37.17600426779312, 126.9998359087291 37.1760090280053, 126.9998418507422 37.17510764621778, 126.9987154076952 37.17510288616017)))	0.0	0.0	0.0
다사555087	0	MULTIPOLYGON (((126.9987094523009 37.17600426779312, 126.9987034966416 37.17690564928778, 126.9998299664515 37.17691040965456, 126.9998359087291 37.1760090280053, 126.9987094523009 37.17600426779312)))	0.0	0.0	0.0
다사555088	0	MULTIPOLYGON (((126.9987034966416 37.17690564928778, 126.9986975407173 37.17780703064417, 126.9998240239094 37.17781179116551, 126.9998299664515 37.17691040965456, 126.9987034966416 37.17690564928778)))	0.0	0.0	0.0
다사555089	0	MULTIPOLYGON (((126.9986975407173 37.17780703064417, 126.9986915845278 37.17870841186228, 126.9998180811028 37.17871317253821, 126.9998240239094 37.17781179116551, 126.9986975407173 37.17780703064417)))	0.0	0.0	0.0
다사555090	0	MULTIPOLYGON (((126.9986915845278 37.17870841186228, 126.9986856280733 37.17960979294212, 126.9998121380318 37.17961455377264, 126.9998180811028 37.17871317253821, 126.9986915845278 37.17870841186228)))	0.0	0.0	0.0
다사555091	0	MULTIPOLYGON (((126.9986856280733 37.17960979294212, 126.9986796713537 37.18051117388369, 126.9998061946962 37.18051593486879, 126.9998121380318 37.17961455377264, 126.9986856280733 37.17960979294212)))	0.0	0.0	0.0
다사555092	0	MULTIPOLYGON (((126.9986796713537 37.18051117388369, 126.998673714369 37.18141255468697, 126.9998002510961 37.18141731582667, 126.9998061946962 37.18051593486879, 126.9986796713537 37.18051117388369)))	0.0	0.0	0.0
다사556083	0	MULTIPOLYGON (((126.9998596751951 37.17240350002569, 126.9998537339752 37.17330488222798, 127.0009801505264 37.17330963126954, 127.0009860783669 37.17240824891302, 126.9998596751951 37.17240350002569)))	0.0	0.0	0.0
다사556084	0	MULTIPOLYGON (((126.9998537339752 37.17330488222798, 126.9998477924909 37.17420626429202, 127.000974222422 37.17421101348778, 127.0009801505264 37.17330963126954, 126.9998537339752 37.17330488222798)))	0.0	0.0	0.0
다사556085	0	MULTIPOLYGON (((126.9998477924909 37.17420626429202, 126.9998418507422 37.17510764621778, 127.0009682940537 37.17511239556779, 127.000974222422 37.17421101348778, 126.9998477924909 37.17420626429202)))	0.0	0.0	0.0
다사556086	0	MULTIPOLYGON (((126.9998418507422 37.17510764621778, 126.9998359087291 37.1760090280053, 127.0009623654217 37.17601377750952, 127.0009682940537 37.17511239556779, 126.9998418507422 37.17510764621778)))	0.0	0.0	0.0
다사556087	0	MULTIPOLYGON (((126.9998359087291 37.1760090280053, 126.9998299664515 37.17691040965456, 127.0009564365257 37.17691515931299, 127.0009623654217 37.17601377750952, 126.9998359087291 37.1760090280053)))	0.0	0.0	0.0
다사556088	0	MULTIPOLYGON (((126.9998299664515 37.17691040965456, 126.9998240239094 37.17781179116551, 127.0009505073659 37.17781654097818, 127.0009564365257 37.17691515931299, 126.9998299664515 37.17691040965456)))	0.0	0.0	0.0
다사556090	0	MULTIPOLYGON (((126.9998180811028 37.17871317253821, 126.9998121380318 37.17961455377264, 127.0009386482547 37.17961930389378, 127.0009445779423 37.17871792250512, 126.9998180811028 37.17871317253821)))	0.0	0.0	0.0
다사556091	0	MULTIPOLYGON (((126.9998121380318 37.17961455377264, 126.9998061946962 37.18051593486879, 127.0009327183032 37.18052068514418, 127.0009386482547 37.17961930389378, 126.9998121380318 37.17961455377264)))	0.0	0.0	0.0
다사556092	0	MULTIPOLYGON (((126.9998061946962 37.18051593486879, 126.9998002510961 37.18141731582667, 127.0009267880878 37.1814220662563, 127.0009327183032 37.18052068514418, 126.9998061946962 37.18051593486879)))	0.0	0.0	0.0
다사557082	0	MULTIPOLYGON (((127.0009920059437 37.17150686641825, 127.0009860783669 37.17240824891302, 127.0021124818025 37.17241298709377, 127.0021183960006 37.17151160444514, 127.0009920059437 37.17150686641825)))	0.0	0.0	0.0
다사557083	0	MULTIPOLYGON (((127.0009860783669 37.17240824891302, 127.0009801505264 37.17330963126954, 127.0021065673413 37.17331436960414, 127.0021124818025 37.17241298709377, 127.0009860783669 37.17240824891302)))	0.0	0.0	0.0
다사557084	0	MULTIPOLYGON (((127.0009801505264 37.17330963126954, 127.000974222422 37.17421101348778, 127.0021006526168 37.17421575197627, 127.0021065673413 37.17331436960414, 127.0009801505264 37.17330963126954)))	0.0	0.0	0.0
다사557085	0	MULTIPOLYGON (((127.000974222422 37.17421101348778, 127.0009682940537 37.17511239556779, 127.0020947376291 37.17511713421013, 127.0021006526168 37.17421575197627, 127.000974222422 37.17421101348778)))	0.0	0.0	0.0
다사557086	0	MULTIPOLYGON (((127.0009682940537 37.17511239556779, 127.0009623654217 37.17601377750952, 127.0020888223781 37.17601851630575, 127.0020947376291 37.17511713421013, 127.0009682940537 37.17511239556779)))	0.0	0.0	0.0
다사557087	0	MULTIPOLYGON (((127.0009623654217 37.17601377750952, 127.0009564365257 37.17691515931299, 127.0020829068639 37.17691989826309, 127.0020888223781 37.17601851630575, 127.0009623654217 37.17601377750952)))	0.0	0.0	0.0
다사557088	0	MULTIPOLYGON (((127.0009564365257 37.17691515931299, 127.0009505073659 37.17781654097818, 127.0020769910864 37.17782128008217, 127.0020829068639 37.17691989826309, 127.0009564365257 37.17691515931299)))	0.0	0.0	0.0
다사557089	0	MULTIPOLYGON (((127.0009505073659 37.17781654097818, 127.0009445779423 37.17871792250512, 127.0020710750456 37.17872266176299, 127.0020769910864 37.17782128008217, 127.0009505073659 37.17781654097818)))	0.0	0.0	0.0
다사558080	0	MULTIPOLYGON (((127.0021302236071 37.1697088387331, 127.0021243099354 37.17061022165824, 127.0032506868773 37.17061494882535, 127.0032565871714 37.1697135657467, 127.0021302236071 37.1697088387331)))	0.0	0.0	0.0
다사558081	0	MULTIPOLYGON (((127.0021243099354 37.17061022165824, 127.0021183960006 37.17151160444514, 127.0032447863206 37.17151633176577, 127.0032506868773 37.17061494882535, 127.0021243099354 37.17061022165824)))	0.0	0.0	0.0
다사558082	0	MULTIPOLYGON (((127.0021183960006 37.17151160444514, 127.0021124818025 37.17241298709377, 127.0032388855013 37.17241771456791, 127.0032447863206 37.17151633176577, 127.0021183960006 37.17151160444514)))	0.0	0.0	0.0
다사558083	0	MULTIPOLYGON (((127.0021124818025 37.17241298709377, 127.0021065673413 37.17331436960414, 127.0032329844194 37.1733190972318, 127.0032388855013 37.17241771456791, 127.0021124818025 37.17241298709377)))	0.0	0.0	0.0
다사558084	0	MULTIPOLYGON (((127.0021065673413 37.17331436960414, 127.0021006526168 37.17421575197627, 127.0032270830749 37.17422047975744, 127.0032329844194 37.1733190972318, 127.0021065673413 37.17331436960414)))	0.0	0.0	0.0
다사558085	0	MULTIPOLYGON (((127.0021006526168 37.17421575197627, 127.0020947376291 37.17511713421013, 127.0032211814677 37.17512186214483, 127.0032270830749 37.17422047975744, 127.0021006526168 37.17421575197627)))	0.0	0.0	0.0
다사558086	0	MULTIPOLYGON (((127.0020947376291 37.17511713421013, 127.0020888223781 37.17601851630575, 127.0032152795978 37.17602324439397, 127.0032211814677 37.17512186214483, 127.0020947376291 37.17511713421013)))	0.0	0.0	0.0
다사558087	0	MULTIPOLYGON (((127.0020888223781 37.17601851630575, 127.0020829068639 37.17691989826309, 127.0032093774653 37.17692462650485, 127.0032152795978 37.17602324439397, 127.0020888223781 37.17601851630575)))	0.0	0.0	0.0
다사558088	0	MULTIPOLYGON (((127.0020829068639 37.17691989826309, 127.0020769910864 37.17782128008217, 127.0032034750701 37.17782600847747, 127.0032093774653 37.17692462650485, 127.0020829068639 37.17691989826309)))	0.0	0.0	0.0
다사558089	0	MULTIPOLYGON (((127.0020769910864 37.17782128008217, 127.0020710750456 37.17872266176299, 127.0031975724122 37.17872739031183, 127.0032034750701 37.17782600847747, 127.0020769910864 37.17782128008217)))	0.0	0.0	0.0
다사558090	0	MULTIPOLYGON (((127.0020710750456 37.17872266176299, 127.0020651587415 37.17962404330554, 127.0031916694917 37.17962877200792, 127.0031975724122 37.17872739031183, 127.0020710750456 37.17872266176299)))	0.0	0.0	0.0
다사558093	0	MULTIPOLYGON (((127.0020533253434 37.18142680597585, 127.0020474082494 37.18232818710362, 127.0031739591536 37.18233291626664, 127.0031798628624 37.18143153498533, 127.0020533253434 37.18142680597585)))	0.0	0.0	0.0
다사558094	0	MULTIPOLYGON (((127.0020474082494 37.18232818710362, 127.002041490892 37.1832295680931, 127.0031680551821 37.18323429740969, 127.0031739591536 37.18233291626664, 127.0020474082494 37.18232818710362)))	0.0	0.0	0.0
다사559080	0	MULTIPOLYGON (((127.0032565871714 37.1697135657467, 127.0032506868773 37.17061494882535, 127.0043770640819 37.17061966528654, 127.0043829509984 37.16971828205475, 127.0032565871714 37.1697135657467)))	0.0	0.0	0.0
다사559081	0	MULTIPOLYGON (((127.0032506868773 37.17061494882535, 127.0032447863206 37.17151633176577, 127.0043711769033 37.17152104838011, 127.0043770640819 37.17061966528654, 127.0032506868773 37.17061494882535)))	0.0	0.0	0.0
다사559082	0	MULTIPOLYGON (((127.0032447863206 37.17151633176577, 127.0032388855013 37.17241771456791, 127.0043652894628 37.17242243133543, 127.0043711769033 37.17152104838011, 127.0032447863206 37.17151633176577)))	0.0	0.0	0.0
다사559083	0	MULTIPOLYGON (((127.0032388855013 37.17241771456791, 127.0032329844194 37.1733190972318, 127.0043594017602 37.17332381415248, 127.0043652894628 37.17242243133543, 127.0032388855013 37.17241771456791)))	0.0	0.0	0.0
다사559084	0	MULTIPOLYGON (((127.0032329844194 37.1733190972318, 127.0032270830749 37.17422047975744, 127.0043535137956 37.1742251968313, 127.0043594017602 37.17332381415248, 127.0032329844194 37.1733190972318)))	0.0	0.0	0.0
다사559085	0	MULTIPOLYGON (((127.0032270830749 37.17422047975744, 127.0032211814677 37.17512186214483, 127.0043476255689 37.17512657937188, 127.0043535137956 37.1742251968313, 127.0032270830749 37.17422047975744)))	0.0	0.0	0.0
다사559086	0	MULTIPOLYGON (((127.0032211814677 37.17512186214483, 127.0032152795978 37.17602324439397, 127.0043417370802 37.17602796177418, 127.0043476255689 37.17512657937188, 127.0032211814677 37.17512186214483)))	0.0	0.0	0.0
다사559087	0	MULTIPOLYGON (((127.0032152795978 37.17602324439397, 127.0032093774653 37.17692462650485, 127.0043358483294 37.17692934403825, 127.0043417370802 37.17602796177418, 127.0032152795978 37.17602324439397)))	0.0	0.0	0.0
다사559088	0	MULTIPOLYGON (((127.0032093774653 37.17692462650485, 127.0032034750701 37.17782600847747, 127.0043299593166 37.17783072616406, 127.0043358483294 37.17692934403825, 127.0032093774653 37.17692462650485)))	0.0	0.0	0.0
다사559089	0	MULTIPOLYGON (((127.0032034750701 37.17782600847747, 127.0031975724122 37.17872739031183, 127.0043240700416 37.17873210815161, 127.0043299593166 37.17783072616406, 127.0032034750701 37.17782600847747)))	0.0	0.0	0.0
다사559090	0	MULTIPOLYGON (((127.0031975724122 37.17872739031183, 127.0031916694917 37.17962877200792, 127.0043181805045 37.1796334900009, 127.0043240700416 37.17873210815161, 127.0031975724122 37.17872739031183)))	0.0	0.0	0.0
다사559091	0	MULTIPOLYGON (((127.0031916694917 37.17962877200792, 127.0031857663084 37.18053015356576, 127.0043122907053 37.18053487171194, 127.0043181805045 37.1796334900009, 127.0031916694917 37.17962877200792)))	0.0	0.0	0.0
다사559093	0	MULTIPOLYGON (((127.0031798628624 37.18143153498533, 127.0031739591536 37.18233291626664, 127.0043005103205 37.18233763471923, 127.004306400644 37.18143625328471, 127.0031798628624 37.18143153498533)))	0.0	0.0	0.0
다사559094	0	MULTIPOLYGON (((127.0031739591536 37.18233291626664, 127.0031680551821 37.18323429740969, 127.0042946197349 37.18323901601548, 127.0043005103205 37.18233763471923, 127.0031739591536 37.18233291626664)))	0.0	0.0	0.0
다사559095	0	MULTIPOLYGON (((127.0031680551821 37.18323429740969, 127.0031621509478 37.18413567841448, 127.0042887288871 37.18414039717347, 127.0042946197349 37.18323901601548, 127.0031680551821 37.18323429740969)))	0.0	0.0	0.0
다사559096	0	MULTIPOLYGON (((127.0031621509478 37.18413567841448, 127.0031562464507 37.18503705928097, 127.0042828377772 37.1850417781932, 127.0042887288871 37.18414039717347, 127.0031621509478 37.18413567841448)))	0.0	0.0	0.0
다사560079	0	MULTIPOLYGON (((127.004388837653 37.16881689868468, 127.0043829509984 37.16971828205475, 127.0055093150874 37.16972298765719, 127.005515188365 37.16882160413432, 127.004388837653 37.16881689868468)))	0.0	0.0	0.0
다사560080	0	MULTIPOLYGON (((127.0043829509984 37.16971828205475, 127.0043770640819 37.17061966528654, 127.0055034415484 37.17062437104181, 127.0055093150874 37.16972298765719, 127.0043829509984 37.16971828205475)))	0.0	0.0	0.0
다사560081	0	MULTIPOLYGON (((127.0043770640819 37.17061966528654, 127.0043711769033 37.17152104838011, 127.005497567748 37.17152575428819, 127.0055034415484 37.17062437104181, 127.0043770640819 37.17061966528654)))	0.0	0.0	0.0
다사560082	0	MULTIPOLYGON (((127.0043711769033 37.17152104838011, 127.0043652894628 37.17242243133543, 127.0054916936862 37.17242713739633, 127.005497567748 37.17152575428819, 127.0043711769033 37.17152104838011)))	0.0	0.0	0.0
다사560083	0	MULTIPOLYGON (((127.0043652894628 37.17242243133543, 127.0043594017602 37.17332381415248, 127.005485819363 37.17332852036621, 127.0054916936862 37.17242713739633, 127.0043652894628 37.17242243133543)))	0.0	0.0	0.0
다사560084	0	MULTIPOLYGON (((127.0043594017602 37.17332381415248, 127.0043535137956 37.1742251968313, 127.0054799447783 37.17422990319785, 127.005485819363 37.17332852036621, 127.0043594017602 37.17332381415248)))	0.0	0.0	0.0
다사560085	0	MULTIPOLYGON (((127.0043535137956 37.1742251968313, 127.0043476255689 37.17512657937188, 127.0054740699322 37.17513128589124, 127.0054799447783 37.17422990319785, 127.0043535137956 37.1742251968313)))	0.0	0.0	0.0
다사560086	0	MULTIPOLYGON (((127.0043476255689 37.17512657937188, 127.0043417370802 37.17602796177418, 127.0054681948247 37.1760326684464, 127.0054740699322 37.17513128589124, 127.0043476255689 37.17512657937188)))	0.0	0.0	0.0
다사560087	0	MULTIPOLYGON (((127.0043417370802 37.17602796177418, 127.0043358483294 37.17692934403825, 127.0054623194556 37.1769340508633, 127.0054681948247 37.1760326684464, 127.0043417370802 37.17602796177418)))	0.0	0.0	0.0
다사560088	0	MULTIPOLYGON (((127.0043358483294 37.17692934403825, 127.0043299593166 37.17783072616406, 127.0054564438251 37.17783543314195, 127.0054623194556 37.1769340508633, 127.0043358483294 37.17692934403825)))	0.0	0.0	0.0
다사560089	0	MULTIPOLYGON (((127.0043299593166 37.17783072616406, 127.0043240700416 37.17873210815161, 127.005450567933 37.17873681528234, 127.0054564438251 37.17783543314195, 127.0043299593166 37.17783072616406)))	0.0	0.0	0.0
다사560090	0	MULTIPOLYGON (((127.0043240700416 37.17873210815161, 127.0043181805045 37.1796334900009, 127.0054446917795 37.17963819728447, 127.005450567933 37.17873681528234, 127.0043240700416 37.17873210815161)))	0.0	0.0	0.0
다사560091	0	MULTIPOLYGON (((127.0043181805045 37.1796334900009, 127.0043122907053 37.18053487171194, 127.0054388153644 37.18053957914837, 127.0054446917795 37.17963819728447, 127.0043181805045 37.1796334900009)))	0.0	0.0	0.0
다사560092	0	MULTIPOLYGON (((127.0043122907053 37.18053487171194, 127.004306400644 37.18143625328471, 127.0054329386878 37.18144096087399, 127.0054388153644 37.18053957914837, 127.0043122907053 37.18053487171194)))	0.0	0.0	0.0
다사560093	0	MULTIPOLYGON (((127.004306400644 37.18143625328471, 127.0043005103205 37.18233763471923, 127.0054270617497 37.18234234246137, 127.0054329386878 37.18144096087399, 127.004306400644 37.18143625328471)))	0.0	0.0	0.0
다사560094	0	MULTIPOLYGON (((127.0043005103205 37.18233763471923, 127.0042946197349 37.18323901601548, 127.00542118455 37.18324372391048, 127.0054270617497 37.18234234246137, 127.0043005103205 37.18233763471923)))	0.0	0.0	0.0
다사560095	0	MULTIPOLYGON (((127.0042946197349 37.18323901601548, 127.0042887288871 37.18414039717347, 127.0054153070887 37.18414510522135, 127.00542118455 37.18324372391048, 127.0042946197349 37.18323901601548)))	0.0	0.0	0.0
다사560096	0	MULTIPOLYGON (((127.0042887288871 37.18414039717347, 127.0042828377772 37.1850417781932, 127.0054094293658 37.18504648639394, 127.0054153070887 37.18414510522135, 127.0042887288871 37.18414039717347)))	0.0	0.0	0.0
다사560097	0	MULTIPOLYGON (((127.0042828377772 37.1850417781932, 127.004276946405 37.18594315907465, 127.0054035513814 37.18594786742825, 127.0054094293658 37.18504648639394, 127.0042828377772 37.1850417781932)))	0.0	0.0	0.0
다사561078	0	MULTIPOLYGON (((127.0055210613812 37.16792022047323, 127.005515188365 37.16882160413432, 127.0066415393383 37.16882629887874, 127.0066473989781 37.16792491506518, 127.0055210613812 37.16792022047323)))	0.0	0.0	0.0
다사561079	0	MULTIPOLYGON (((127.005515188365 37.16882160413432, 127.0055093150874 37.16972298765719, 127.0066356794377 37.16972768255405, 127.0066415393383 37.16882629887874, 127.005515188365 37.16882160413432)))	0.0	0.0	0.0
다사561080	0	MULTIPOLYGON (((127.0055093150874 37.16972298765719, 127.0055034415484 37.17062437104181, 127.0066298192763 37.17062906609114, 127.0066356794377 37.16972768255405, 127.0055093150874 37.16972298765719)))	0.0	0.0	0.0
다사561081	0	MULTIPOLYGON (((127.0055034415484 37.17062437104181, 127.005497567748 37.17152575428819, 127.0066239588541 37.17153044948999, 127.0066298192763 37.17062906609114, 127.0055034415484 37.17062437104181)))	0.0	0.0	0.0
다사561082	0	MULTIPOLYGON (((127.005497567748 37.17152575428819, 127.0054916936862 37.17242713739633, 127.0066180981711 37.17243183275059, 127.0066239588541 37.17153044948999, 127.005497567748 37.17152575428819)))	0.0	0.0	0.0
다사561083	1	MULTIPOLYGON (((127.0054916936862 37.17242713739633, 127.005485819363 37.17332852036621, 127.0066122372272 37.17333321587296, 127.0066180981711 37.17243183275059, 127.0054916936862 37.17242713739633)))	0.0	0.0	0.0
다사561084	0	MULTIPOLYGON (((127.005485819363 37.17332852036621, 127.0054799447783 37.17422990319785, 127.0066063760226 37.17423459885707, 127.0066122372272 37.17333321587296, 127.005485819363 37.17332852036621)))	0.0	0.0	0.0
다사561085	0	MULTIPOLYGON (((127.0054799447783 37.17422990319785, 127.0054740699322 37.17513128589124, 127.006600514557 37.17513598170297, 127.0066063760226 37.17423459885707, 127.0054799447783 37.17422990319785)))	0.0	0.0	0.0
다사561086	0	MULTIPOLYGON (((127.0054740699322 37.17513128589124, 127.0054681948247 37.1760326684464, 127.0065946528306 37.17603736441059, 127.006600514557 37.17513598170297, 127.0054740699322 37.17513128589124)))	0.0	0.0	0.0
다사561087	0	MULTIPOLYGON (((127.0054681948247 37.1760326684464, 127.0054623194556 37.1769340508633, 127.0065887908433 37.17693874697998, 127.0065946528306 37.17603736441059, 127.0054681948247 37.1760326684464)))	0.0	0.0	0.0
다사561088	0	MULTIPOLYGON (((127.0054623194556 37.1769340508633, 127.0054564438251 37.17783543314195, 127.0065829285951 37.17784012941112, 127.0065887908433 37.17693874697998, 127.0054623194556 37.1769340508633)))	0.0	0.0	0.0
다사561089	0	MULTIPOLYGON (((127.0054564438251 37.17783543314195, 127.005450567933 37.17873681528234, 127.006577066086 37.178741511704, 127.0065829285951 37.17784012941112, 127.0054564438251 37.17783543314195)))	0.0	0.0	0.0
다사561090	0	MULTIPOLYGON (((127.005450567933 37.17873681528234, 127.0054446917795 37.17963819728447, 127.006571203316 37.17964289385864, 127.006577066086 37.178741511704, 127.005450567933 37.17873681528234)))	0.0	0.0	0.0
다사561091	0	MULTIPOLYGON (((127.0054446917795 37.17963819728447, 127.0054388153644 37.18053957914837, 127.0065653402851 37.18054427587502, 127.006571203316 37.17964289385864, 127.0054446917795 37.17963819728447)))	0.0	0.0	0.0
다사561092	0	MULTIPOLYGON (((127.0054388153644 37.18053957914837, 127.0054329386878 37.18144096087399, 127.0065594769932 37.18144565775317, 127.0065653402851 37.18054427587502, 127.0054388153644 37.18053957914837)))	0.0	0.0	0.0
다사561093	0	MULTIPOLYGON (((127.0054329386878 37.18144096087399, 127.0054270617497 37.18234234246137, 127.0065536134404 37.18234703949305, 127.0065594769932 37.18144565775317, 127.0054329386878 37.18144096087399)))	0.0	0.0	0.0
다사561094	0	MULTIPOLYGON (((127.0054270617497 37.18234234246137, 127.00542118455 37.18324372391048, 127.0065477496266 37.18324842109468, 127.0065536134404 37.18234703949305, 127.0054270617497 37.18234234246137)))	0.0	0.0	0.0
다사561095	0	MULTIPOLYGON (((127.00542118455 37.18324372391048, 127.0054153070887 37.18414510522135, 127.0065418855518 37.18414980255805, 127.0065477496266 37.18324842109468, 127.00542118455 37.18324372391048)))	0.0	0.0	0.0
다사561096	0	MULTIPOLYGON (((127.0054153070887 37.18414510522135, 127.0054094293658 37.18504648639394, 127.0065360212161 37.18505118388317, 127.0065418855518 37.18414980255805, 127.0054153070887 37.18414510522135)))	0.0	0.0	0.0
다사561097	0	MULTIPOLYGON (((127.0054094293658 37.18504648639394, 127.0054035513814 37.18594786742825, 127.0065301566193 37.18595256507002, 127.0065360212161 37.18505118388317, 127.0054094293658 37.18504648639394)))	0.0	0.0	0.0
