	gid	accident_cnt	geometry	ill_park	foot_traf	car_cnt	node	park_yn	foot_traf_mean
10	다사553085	0	MULTIPOLYGON (((126.9964685042869 37.17419195246102, 126.9964625223967 37.17509333392205, 126.9975889649131 37.17509811539491, 126.9975949334228 37.17419673377862, 126.9964685042869 37.17419195246102)))	0	3	0	0	0	1.4337499999999999
11	다사553086	0	MULTIPOLYGON (((126.9964625223967 37.17509333392205, 126.9964565402404 37.1759947152448, 126.9975829961378 37.17599949687294, 126.9975889649131 37.17509811539491, 126.9964625223967 37.17509333392205)))	0	4	0	0	0	3.116458333333334
12	다사553087	0	MULTIPOLYGON (((126.9964565402404 37.1759947152448, 126.9964505578178 37.17689609642928, 126.9975770270969 37.17690087821268, 126.9975829961378 37.17599949687294, 126.9964565402404 37.1759947152448)))	0	3	0	0	0	4.76772095959596
13	다사553088	0	MULTIPOLYGON (((126.9964505578178 37.17689609642928, 126.9964445751289 37.17779747747547, 126.9975710577903 37.17780225941415, 126.9975770270969 37.17690087821268, 126.9964505578178 37.17689609642928)))	0	4	0	0	0	29.19291666666667
14	다사553089	0	MULTIPOLYGON (((126.9964445751289 37.17779747747547, 126.9964385921738 37.17869885838338, 126.997565088218 37.17870364047734, 126.9975710577903 37.17780225941415, 126.9964445751289 37.17779747747547)))	0	4	0	0	0	18.852447916666662
15	다사553090	0	MULTIPOLYGON (((126.9964385921738 37.17869885838338, 126.9964326089524 37.179600239153, 126.99755911838 37.17960502140225, 126.997565088218 37.17870364047734, 126.9964385921738 37.17869885838338)))	0	1	0	0	0	311.8266666666666
16	다사553091	0	MULTIPOLYGON (((126.9964326089524 37.179600239153, 126.9964266254647 37.18050161978434, 126.9975531482764 37.18050640218888, 126.99755911838 37.17960502140225, 126.9964326089524 37.179600239153)))	0	0	0	0	0	0.0
17	다사554084	0	MULTIPOLYGON (((126.9976009016669 37.17329535202407, 126.9975949334228 37.17419673377862, 126.9987213628244 37.17420150438896, 126.9987273176885 37.1733001224795, 126.9976009016669 37.17329535202407)))	0	2	0	0	0	1.452430555555556
18	다사554085	0	MULTIPOLYGON (((126.9975949334228 37.17419673377862, 126.9975889649131 37.17509811539491, 126.9987154076952 37.17510288616017, 126.9987213628244 37.17420150438896, 126.9975949334228 37.17419673377862)))	0	3	0	0	0	0.8088510101010101
19	다사554086	0	MULTIPOLYGON (((126.9975889649131 37.17509811539491, 126.9975829961378 37.17599949687294, 126.9987094523009 37.17600426779312, 126.9987154076952 37.17510288616017, 126.9975889649131 37.17509811539491)))	0	4	0	0	0	3.911666666666667
20	다사554087	0	MULTIPOLYGON (((126.9975829961378 37.17599949687294, 126.9975770270969 37.17690087821268, 126.9987034966416 37.17690564928778, 126.9987094523009 37.17600426779312, 126.9975829961378 37.17599949687294)))	0	4	0	0	0	26.915000000000003
21	다사554088	0	MULTIPOLYGON (((126.9975770270969 37.17690087821268, 126.9975710577903 37.17780225941415, 126.9986975407173 37.17780703064417, 126.9987034966416 37.17690564928778, 126.9975770270969 37.17690087821268)))	0	4	0	0	0	25.744166666666665
22	다사554089	0	MULTIPOLYGON (((126.9975710577903 37.17780225941415, 126.997565088218 37.17870364047734, 126.9986915845278 37.17870841186228, 126.9986975407173 37.17780703064417, 126.9975710577903 37.17780225941415)))	0	4	0	0	0	20.337248376623375
23	다사554090	0	MULTIPOLYGON (((126.997565088218 37.17870364047734, 126.99755911838 37.17960502140225, 126.9986856280733 37.17960979294212, 126.9986915845278 37.17870841186228, 126.997565088218 37.17870364047734)))	0	3	0	0	0	3.0678333333333327
24	다사554091	0	MULTIPOLYGON (((126.99755911838 37.17960502140225, 126.9975531482764 37.18050640218888, 126.9986796713537 37.18051117388369, 126.9986856280733 37.17960979294212, 126.99755911838 37.17960502140225)))	0	0	0	0	0	0.0
25	다사555084	0	MULTIPOLYGON (((126.9987273176885 37.1733001224795, 126.9987213628244 37.17420150438896, 126.9998477924909 37.17420626429202, 126.9998537339752 37.17330488222798, 126.9987273176885 37.1733001224795)))	0	2	0	0	0	4.783888888888888
26	다사555085	0	MULTIPOLYGON (((126.9987213628244 37.17420150438896, 126.9987154076952 37.17510288616017, 126.9998418507422 37.17510764621778, 126.9998477924909 37.17420626429202, 126.9987213628244 37.17420150438896)))	0	1	0	0	0	0.36611111111111105
27	다사555086	0	MULTIPOLYGON (((126.9987154076952 37.17510288616017, 126.9987094523009 37.17600426779312, 126.9998359087291 37.1760090280053, 126.9998418507422 37.17510764621778, 126.9987154076952 37.17510288616017)))	0	4	0	0	0	3.9098958333333336
28	다사555087	0	MULTIPOLYGON (((126.9987094523009 37.17600426779312, 126.9987034966416 37.17690564928778, 126.9998299664515 37.17691040965456, 126.9998359087291 37.1760090280053, 126.9987094523009 37.17600426779312)))	0	4	0	0	0	38.71614583333333
29	다사555088	0	MULTIPOLYGON (((126.9987034966416 37.17690564928778, 126.9986975407173 37.17780703064417, 126.9998240239094 37.17781179116551, 126.9998299664515 37.17691040965456, 126.9987034966416 37.17690564928778)))	0	3	0	0	0	13.31201388888889
30	다사555089	0	MULTIPOLYGON (((126.9986975407173 37.17780703064417, 126.9986915845278 37.17870841186228, 126.9998180811028 37.17871317253821, 126.9998240239094 37.17781179116551, 126.9986975407173 37.17780703064417)))	0	0	0	0	0	0.0
31	다사555090	0	MULTIPOLYGON (((126.9986915845278 37.17870841186228, 126.9986856280733 37.17960979294212, 126.9998121380318 37.17961455377264, 126.9998180811028 37.17871317253821, 126.9986915845278 37.17870841186228)))	0	3	0	0	0	7.435625000000001
32	다사555091	0	MULTIPOLYGON (((126.9986856280733 37.17960979294212, 126.9986796713537 37.18051117388369, 126.9998061946962 37.18051593486879, 126.9998121380318 37.17961455377264, 126.9986856280733 37.17960979294212)))	0	0	0	0	0	0.0
33	다사555092	0	MULTIPOLYGON (((126.9986796713537 37.18051117388369, 126.998673714369 37.18141255468697, 126.9998002510961 37.18141731582667, 126.9998061946962 37.18051593486879, 126.9986796713537 37.18051117388369)))	0	0	0	0	0	0.0
34	다사556083	0	MULTIPOLYGON (((126.9998596751951 37.17240350002569, 126.9998537339752 37.17330488222798, 127.0009801505264 37.17330963126954, 127.0009860783669 37.17240824891302, 126.9998596751951 37.17240350002569)))	0	1	0	0	0	6.065833333333332
35	다사556084	0	MULTIPOLYGON (((126.9998537339752 37.17330488222798, 126.9998477924909 37.17420626429202, 127.000974222422 37.17421101348778, 127.0009801505264 37.17330963126954, 126.9998537339752 37.17330488222798)))	0	4	0	1	0	2.4915151515151512
36	다사556085	0	MULTIPOLYGON (((126.9998477924909 37.17420626429202, 126.9998418507422 37.17510764621778, 127.0009682940537 37.17511239556779, 127.000974222422 37.17421101348778, 126.9998477924909 37.17420626429202)))	0	3	0	0	0	0.7913888888888888
37	다사556086	0	MULTIPOLYGON (((126.9998418507422 37.17510764621778, 126.9998359087291 37.1760090280053, 127.0009623654217 37.17601377750952, 127.0009682940537 37.17511239556779, 126.9998418507422 37.17510764621778)))	0	4	0	0	0	4.102708333333334
38	다사556087	0	MULTIPOLYGON (((126.9998359087291 37.1760090280053, 126.9998299664515 37.17691040965456, 127.0009564365257 37.17691515931299, 127.0009623654217 37.17601377750952, 126.9998359087291 37.1760090280053)))	0	3	0	0	0	3.0951388888888887
39	다사556088	0	MULTIPOLYGON (((126.9998299664515 37.17691040965456, 126.9998240239094 37.17781179116551, 127.0009505073659 37.17781654097818, 127.0009564365257 37.17691515931299, 126.9998299664515 37.17691040965456)))	0	2	0	0	0	4.181780303030305
40	다사556090	0	MULTIPOLYGON (((126.9998180811028 37.17871317253821, 126.9998121380318 37.17961455377264, 127.0009386482547 37.17961930389378, 127.0009445779423 37.17871792250512, 126.9998180811028 37.17871317253821)))	0	1	0	0	0	13.242499999999998
41	다사556091	0	MULTIPOLYGON (((126.9998121380318 37.17961455377264, 126.9998061946962 37.18051593486879, 127.0009327183032 37.18052068514418, 127.0009386482547 37.17961930389378, 126.9998121380318 37.17961455377264)))	0	0	0	0	0	0.0
42	다사556092	0	MULTIPOLYGON (((126.9998061946962 37.18051593486879, 126.9998002510961 37.18141731582667, 127.0009267880878 37.1814220662563, 127.0009327183032 37.18052068514418, 126.9998061946962 37.18051593486879)))	0	0	0	0	0	0.0
43	다사557082	0	MULTIPOLYGON (((127.0009920059437 37.17150686641825, 127.0009860783669 37.17240824891302, 127.0021124818025 37.17241298709377, 127.0021183960006 37.17151160444514, 127.0009920059437 37.17150686641825)))	0	0	0	0	0	0.0
44	다사557083	0	MULTIPOLYGON (((127.0009860783669 37.17240824891302, 127.0009801505264 37.17330963126954, 127.0021065673413 37.17331436960414, 127.0021124818025 37.17241298709377, 127.0009860783669 37.17240824891302)))	0	2	0	0	0	2.2100833333333334
45	다사557084	0	MULTIPOLYGON (((127.0009801505264 37.17330963126954, 127.000974222422 37.17421101348778, 127.0021006526168 37.17421575197627, 127.0021065673413 37.17331436960414, 127.0009801505264 37.17330963126954)))	0	4	1	1	0	2.3039772727272725
46	다사557085	0	MULTIPOLYGON (((127.000974222422 37.17421101348778, 127.0009682940537 37.17511239556779, 127.0020947376291 37.17511713421013, 127.0021006526168 37.17421575197627, 127.000974222422 37.17421101348778)))	0	4	0	1	0	2.77921875
47	다사557086	0	MULTIPOLYGON (((127.0009682940537 37.17511239556779, 127.0009623654217 37.17601377750952, 127.0020888223781 37.17601851630575, 127.0020947376291 37.17511713421013, 127.0009682940537 37.17511239556779)))	0	1	0	0	0	1.2925000000000002
48	다사557087	0	MULTIPOLYGON (((127.0009623654217 37.17601377750952, 127.0009564365257 37.17691515931299, 127.0020829068639 37.17691989826309, 127.0020888223781 37.17601851630575, 127.0009623654217 37.17601377750952)))	0	1	0	0	0	2.5468749999999996
49	다사557088	0	MULTIPOLYGON (((127.0009564365257 37.17691515931299, 127.0009505073659 37.17781654097818, 127.0020769910864 37.17782128008217, 127.0020829068639 37.17691989826309, 127.0009564365257 37.17691515931299)))	0	4	0	0	0	9.063191287878787
50	다사557089	0	MULTIPOLYGON (((127.0009505073659 37.17781654097818, 127.0009445779423 37.17871792250512, 127.0020710750456 37.17872266176299, 127.0020769910864 37.17782128008217, 127.0009505073659 37.17781654097818)))	0	0	0	0	0	0.0
51	다사558080	0	MULTIPOLYGON (((127.0021302236071 37.1697088387331, 127.0021243099354 37.17061022165824, 127.0032506868773 37.17061494882535, 127.0032565871714 37.1697135657467, 127.0021302236071 37.1697088387331)))	0	0	0	0	0	0.0
52	다사558081	0	MULTIPOLYGON (((127.0021243099354 37.17061022165824, 127.0021183960006 37.17151160444514, 127.0032447863206 37.17151633176577, 127.0032506868773 37.17061494882535, 127.0021243099354 37.17061022165824)))	0	0	0	0	0	0.0
53	다사558082	0	MULTIPOLYGON (((127.0021183960006 37.17151160444514, 127.0021124818025 37.17241298709377, 127.0032388855013 37.17241771456791, 127.0032447863206 37.17151633176577, 127.0021183960006 37.17151160444514)))	0	0	0	0	0	0.0
54	다사558083	0	MULTIPOLYGON (((127.0021124818025 37.17241298709377, 127.0021065673413 37.17331436960414, 127.0032329844194 37.1733190972318, 127.0032388855013 37.17241771456791, 127.0021124818025 37.17241298709377)))	0	4	0	0	0	0.8308096590909092
55	다사558084	0	MULTIPOLYGON (((127.0021065673413 37.17331436960414, 127.0021006526168 37.17421575197627, 127.0032270830749 37.17422047975744, 127.0032329844194 37.1733190972318, 127.0021065673413 37.17331436960414)))	0	4	0	0	0	2.67484375
56	다사558085	0	MULTIPOLYGON (((127.0021006526168 37.17421575197627, 127.0020947376291 37.17511713421013, 127.0032211814677 37.17512186214483, 127.0032270830749 37.17422047975744, 127.0021006526168 37.17421575197627)))	0	4	4	0	0	2.560894886363636
57	다사558086	0	MULTIPOLYGON (((127.0020947376291 37.17511713421013, 127.0020888223781 37.17601851630575, 127.0032152795978 37.17602324439397, 127.0032211814677 37.17512186214483, 127.0020947376291 37.17511713421013)))	0	4	2	0	0	2.2771780303030305
58	다사558087	0	MULTIPOLYGON (((127.0020888223781 37.17601851630575, 127.0020829068639 37.17691989826309, 127.0032093774653 37.17692462650485, 127.0032152795978 37.17602324439397, 127.0020888223781 37.17601851630575)))	0	4	2	0	0	20.039562500000002
59	다사558088	0	MULTIPOLYGON (((127.0020829068639 37.17691989826309, 127.0020769910864 37.17782128008217, 127.0032034750701 37.17782600847747, 127.0032093774653 37.17692462650485, 127.0020829068639 37.17691989826309)))	0	4	3	0	0	33.05229166666667
60	다사558089	0	MULTIPOLYGON (((127.0020769910864 37.17782128008217, 127.0020710750456 37.17872266176299, 127.0031975724122 37.17872739031183, 127.0032034750701 37.17782600847747, 127.0020769910864 37.17782128008217)))	0	3	7	0	0	16.26675
61	다사558090	0	MULTIPOLYGON (((127.0020710750456 37.17872266176299, 127.0020651587415 37.17962404330554, 127.0031916694917 37.17962877200792, 127.0031975724122 37.17872739031183, 127.0020710750456 37.17872266176299)))	0	1	0	0	0	30.542916666666674
62	다사558093	0	MULTIPOLYGON (((127.0020533253434 37.18142680597585, 127.0020474082494 37.18232818710362, 127.0031739591536 37.18233291626664, 127.0031798628624 37.18143153498533, 127.0020533253434 37.18142680597585)))	0	1	0	0	0	15.70875
63	다사558094	0	MULTIPOLYGON (((127.0020474082494 37.18232818710362, 127.002041490892 37.1832295680931, 127.0031680551821 37.18323429740969, 127.0031739591536 37.18233291626664, 127.0020474082494 37.18232818710362)))	0	0	0	0	0	0.0
64	다사559080	0	MULTIPOLYGON (((127.0032565871714 37.1697135657467, 127.0032506868773 37.17061494882535, 127.0043770640819 37.17061966528654, 127.0043829509984 37.16971828205475, 127.0032565871714 37.1697135657467)))	0	0	0	0	0	0.0
65	다사559081	0	MULTIPOLYGON (((127.0032506868773 37.17061494882535, 127.0032447863206 37.17151633176577, 127.0043711769033 37.17152104838011, 127.0043770640819 37.17061966528654, 127.0032506868773 37.17061494882535)))	0	0	0	0	0	0.0
66	다사559082	0	MULTIPOLYGON (((127.0032447863206 37.17151633176577, 127.0032388855013 37.17241771456791, 127.0043652894628 37.17242243133543, 127.0043711769033 37.17152104838011, 127.0032447863206 37.17151633176577)))	0	1	0	0	0	0.09833333333333333
67	다사559083	0	MULTIPOLYGON (((127.0032388855013 37.17241771456791, 127.0032329844194 37.1733190972318, 127.0043594017602 37.17332381415248, 127.0043652894628 37.17242243133543, 127.0032388855013 37.17241771456791)))	0	4	0	1	0	3.0534791666666674
68	다사559084	0	MULTIPOLYGON (((127.0032329844194 37.1733190972318, 127.0032270830749 37.17422047975744, 127.0043535137956 37.1742251968313, 127.0043594017602 37.17332381415248, 127.0032329844194 37.1733190972318)))	0	4	0	0	0	7.418229166666667
69	다사559085	0	MULTIPOLYGON (((127.0032270830749 37.17422047975744, 127.0032211814677 37.17512186214483, 127.0043476255689 37.17512657937188, 127.0043535137956 37.1742251968313, 127.0032270830749 37.17422047975744)))	0	2	0	1	0	1.7262500000000003
70	다사559086	0	MULTIPOLYGON (((127.0032211814677 37.17512186214483, 127.0032152795978 37.17602324439397, 127.0043417370802 37.17602796177418, 127.0043476255689 37.17512657937188, 127.0032211814677 37.17512186214483)))	0	0	5	0	0	0.0
71	다사559087	0	MULTIPOLYGON (((127.0032152795978 37.17602324439397, 127.0032093774653 37.17692462650485, 127.0043358483294 37.17692934403825, 127.0043417370802 37.17602796177418, 127.0032152795978 37.17602324439397)))	0	1	0	0	0	10.413333333333332
72	다사559088	0	MULTIPOLYGON (((127.0032093774653 37.17692462650485, 127.0032034750701 37.17782600847747, 127.0043299593166 37.17783072616406, 127.0043358483294 37.17692934403825, 127.0032093774653 37.17692462650485)))	0	2	8	0	0	12.713416666666669
73	다사559089	0	MULTIPOLYGON (((127.0032034750701 37.17782600847747, 127.0031975724122 37.17872739031183, 127.0043240700416 37.17873210815161, 127.0043299593166 37.17783072616406, 127.0032034750701 37.17782600847747)))	0	2	0	0	0	10.912863636363637
74	다사559090	0	MULTIPOLYGON (((127.0031975724122 37.17872739031183, 127.0031916694917 37.17962877200792, 127.0043181805045 37.1796334900009, 127.0043240700416 37.17873210815161, 127.0031975724122 37.17872739031183)))	0	4	0	0	0	20.43498106060606
75	다사559091	0	MULTIPOLYGON (((127.0031916694917 37.17962877200792, 127.0031857663084 37.18053015356576, 127.0043122907053 37.18053487171194, 127.0043181805045 37.1796334900009, 127.0031916694917 37.17962877200792)))	0	1	0	0	0	47.715833333333336
76	다사559093	0	MULTIPOLYGON (((127.0031798628624 37.18143153498533, 127.0031739591536 37.18233291626664, 127.0043005103205 37.18233763471923, 127.004306400644 37.18143625328471, 127.0031798628624 37.18143153498533)))	0	3	0	0	0	28.910000000000007
77	다사559094	0	MULTIPOLYGON (((127.0031739591536 37.18233291626664, 127.0031680551821 37.18323429740969, 127.0042946197349 37.18323901601548, 127.0043005103205 37.18233763471923, 127.0031739591536 37.18233291626664)))	0	2	0	0	0	5.646041666666667
78	다사559095	0	MULTIPOLYGON (((127.0031680551821 37.18323429740969, 127.0031621509478 37.18413567841448, 127.0042887288871 37.18414039717347, 127.0042946197349 37.18323901601548, 127.0031680551821 37.18323429740969)))	0	0	0	0	0	0.0
79	다사559096	0	MULTIPOLYGON (((127.0031621509478 37.18413567841448, 127.0031562464507 37.18503705928097, 127.0042828377772 37.1850417781932, 127.0042887288871 37.18414039717347, 127.0031621509478 37.18413567841448)))	0	0	0	0	0	0.0
80	다사560079	0	MULTIPOLYGON (((127.004388837653 37.16881689868468, 127.0043829509984 37.16971828205475, 127.0055093150874 37.16972298765719, 127.005515188365 37.16882160413432, 127.004388837653 37.16881689868468)))	0	0	0	0	0	0.0
81	다사560080	0	MULTIPOLYGON (((127.0043829509984 37.16971828205475, 127.0043770640819 37.17061966528654, 127.0055034415484 37.17062437104181, 127.0055093150874 37.16972298765719, 127.0043829509984 37.16971828205475)))	0	1	0	0	0	1.4668750000000004
82	다사560081	0	MULTIPOLYGON (((127.0043770640819 37.17061966528654, 127.0043711769033 37.17152104838011, 127.005497567748 37.17152575428819, 127.0055034415484 37.17062437104181, 127.0043770640819 37.17061966528654)))	0	1	0	0	0	0.32249999999999995
83	다사560082	0	MULTIPOLYGON (((127.0043711769033 37.17152104838011, 127.0043652894628 37.17242243133543, 127.0054916936862 37.17242713739633, 127.005497567748 37.17152575428819, 127.0043711769033 37.17152104838011)))	0	1	0	0	0	35.26499999999999
84	다사560083	0	MULTIPOLYGON (((127.0043652894628 37.17242243133543, 127.0043594017602 37.17332381415248, 127.005485819363 37.17332852036621, 127.0054916936862 37.17242713739633, 127.0043652894628 37.17242243133543)))	0	4	7	0	0	126.58172348484848
85	다사560084	0	MULTIPOLYGON (((127.0043594017602 37.17332381415248, 127.0043535137956 37.1742251968313, 127.0054799447783 37.17422990319785, 127.005485819363 37.17332852036621, 127.0043594017602 37.17332381415248)))	0	4	1	0	0	14.289374999999998
86	다사560085	0	MULTIPOLYGON (((127.0043535137956 37.1742251968313, 127.0043476255689 37.17512657937188, 127.0054740699322 37.17513128589124, 127.0054799447783 37.17422990319785, 127.0043535137956 37.1742251968313)))	0	4	3	0	0	14.18101325757576
87	다사560086	0	MULTIPOLYGON (((127.0043476255689 37.17512657937188, 127.0043417370802 37.17602796177418, 127.0054681948247 37.1760326684464, 127.0054740699322 37.17513128589124, 127.0043476255689 37.17512657937188)))	0	2	0	0	0	11.386420454545455
88	다사560087	0	MULTIPOLYGON (((127.0043417370802 37.17602796177418, 127.0043358483294 37.17692934403825, 127.0054623194556 37.1769340508633, 127.0054681948247 37.1760326684464, 127.0043417370802 37.17602796177418)))	0	0	0	0	0	0.0
89	다사560088	0	MULTIPOLYGON (((127.0043358483294 37.17692934403825, 127.0043299593166 37.17783072616406, 127.0054564438251 37.17783543314195, 127.0054623194556 37.1769340508633, 127.0043358483294 37.17692934403825)))	0	0	0	0	0	0.0
90	다사560089	0	MULTIPOLYGON (((127.0043299593166 37.17783072616406, 127.0043240700416 37.17873210815161, 127.005450567933 37.17873681528234, 127.0054564438251 37.17783543314195, 127.0043299593166 37.17783072616406)))	0	0	0	0	0	0.0
91	다사560090	0	MULTIPOLYGON (((127.0043240700416 37.17873210815161, 127.0043181805045 37.1796334900009, 127.0054446917795 37.17963819728447, 127.005450567933 37.17873681528234, 127.0043240700416 37.17873210815161)))	0	2	0	0	0	4.9575000000000005
92	다사560091	0	MULTIPOLYGON (((127.0043181805045 37.1796334900009, 127.0043122907053 37.18053487171194, 127.0054388153644 37.18053957914837, 127.0054446917795 37.17963819728447, 127.0043181805045 37.1796334900009)))	0	4	2	0	0	18.42278409090909
93	다사560092	0	MULTIPOLYGON (((127.0043122907053 37.18053487171194, 127.004306400644 37.18143625328471, 127.0054329386878 37.18144096087399, 127.0054388153644 37.18053957914837, 127.0043122907053 37.18053487171194)))	0	2	0	0	0	17.528583333333337
94	다사560093	0	MULTIPOLYGON (((127.004306400644 37.18143625328471, 127.0043005103205 37.18233763471923, 127.0054270617497 37.18234234246137, 127.0054329386878 37.18144096087399, 127.004306400644 37.18143625328471)))	0	3	0	0	0	10.86990909090909
95	다사560094	0	MULTIPOLYGON (((127.0043005103205 37.18233763471923, 127.0042946197349 37.18323901601548, 127.00542118455 37.18324372391048, 127.0054270617497 37.18234234246137, 127.0043005103205 37.18233763471923)))	0	4	0	0	0	2.405700757575757
96	다사560095	0	MULTIPOLYGON (((127.0042946197349 37.18323901601548, 127.0042887288871 37.18414039717347, 127.0054153070887 37.18414510522135, 127.00542118455 37.18324372391048, 127.0042946197349 37.18323901601548)))	0	3	0	0	0	0.5476704545454546
97	다사560096	0	MULTIPOLYGON (((127.0042887288871 37.18414039717347, 127.0042828377772 37.1850417781932, 127.0054094293658 37.18504648639394, 127.0054153070887 37.18414510522135, 127.0042887288871 37.18414039717347)))	0	0	0	0	0	0.0
98	다사560097	0	MULTIPOLYGON (((127.0042828377772 37.1850417781932, 127.004276946405 37.18594315907465, 127.0054035513814 37.18594786742825, 127.0054094293658 37.18504648639394, 127.0042828377772 37.1850417781932)))	0	0	0	0	0	0.0
99	다사561078	0	MULTIPOLYGON (((127.0055210613812 37.16792022047323, 127.005515188365 37.16882160413432, 127.0066415393383 37.16882629887874, 127.0066473989781 37.16792491506518, 127.0055210613812 37.16792022047323)))	0	0	0	0	0	0.0
100	다사561079	0	MULTIPOLYGON (((127.005515188365 37.16882160413432, 127.0055093150874 37.16972298765719, 127.0066356794377 37.16972768255405, 127.0066415393383 37.16882629887874, 127.005515188365 37.16882160413432)))	0	0	0	0	0	0.0
101	다사561080	0	MULTIPOLYGON (((127.0055093150874 37.16972298765719, 127.0055034415484 37.17062437104181, 127.0066298192763 37.17062906609114, 127.0066356794377 37.16972768255405, 127.0055093150874 37.16972298765719)))	0	1	0	0	0	0.3175
102	다사561081	0	MULTIPOLYGON (((127.0055034415484 37.17062437104181, 127.005497567748 37.17152575428819, 127.0066239588541 37.17153044948999, 127.0066298192763 37.17062906609114, 127.0055034415484 37.17062437104181)))	0	4	0	0	0	79.03640625
103	다사561082	0	MULTIPOLYGON (((127.005497567748 37.17152575428819, 127.0054916936862 37.17242713739633, 127.0066180981711 37.17243183275059, 127.0066239588541 37.17153044948999, 127.005497567748 37.17152575428819)))	0	3	0	0	0	175.25994444444441
104	다사561083	1	MULTIPOLYGON (((127.0054916936862 37.17242713739633, 127.005485819363 37.17332852036621, 127.0066122372272 37.17333321587296, 127.0066180981711 37.17243183275059, 127.0054916936862 37.17242713739633)))	0	4	0	1	0	194.34038825757577
105	다사561084	0	MULTIPOLYGON (((127.005485819363 37.17332852036621, 127.0054799447783 37.17422990319785, 127.0066063760226 37.17423459885707, 127.0066122372272 37.17333321587296, 127.005485819363 37.17332852036621)))	0	4	7	0	0	49.12438920454545
106	다사561085	0	MULTIPOLYGON (((127.0054799447783 37.17422990319785, 127.0054740699322 37.17513128589124, 127.006600514557 37.17513598170297, 127.0066063760226 37.17423459885707, 127.0054799447783 37.17422990319785)))	0	4	17	0	0	54.129836805555556
107	다사561086	0	MULTIPOLYGON (((127.0054740699322 37.17513128589124, 127.0054681948247 37.1760326684464, 127.0065946528306 37.17603736441059, 127.006600514557 37.17513598170297, 127.0054740699322 37.17513128589124)))	0	2	8	0	0	31.727007575757575
108	다사561087	0	MULTIPOLYGON (((127.0054681948247 37.1760326684464, 127.0054623194556 37.1769340508633, 127.0065887908433 37.17693874697998, 127.0065946528306 37.17603736441059, 127.0054681948247 37.1760326684464)))	0	0	0	0	0	0.0
109	다사561088	0	MULTIPOLYGON (((127.0054623194556 37.1769340508633, 127.0054564438251 37.17783543314195, 127.0065829285951 37.17784012941112, 127.0065887908433 37.17693874697998, 127.0054623194556 37.1769340508633)))	0	0	0	0	0	0.0
110	다사561089	0	MULTIPOLYGON (((127.0054564438251 37.17783543314195, 127.005450567933 37.17873681528234, 127.006577066086 37.178741511704, 127.0065829285951 37.17784012941112, 127.0054564438251 37.17783543314195)))	0	0	0	0	0	0.0
111	다사561090	0	MULTIPOLYGON (((127.005450567933 37.17873681528234, 127.0054446917795 37.17963819728447, 127.006571203316 37.17964289385864, 127.006577066086 37.178741511704, 127.005450567933 37.17873681528234)))	0	2	0	0	0	0.8465625000000001
