gid	accident_cnt	geometry	traffic	bigcar_ratio	rushhour_itn	rushhour_freq	road_with	schoolzone_num	safetysign_num	bump_num	cctv_num	child_num	school_num	facility_num	signal_num	busstop_num	crosswalk_num	sidewalk_num	ill_park	foot_traf	car_num	node	park_yn	foot_traf_mean
다사572090	0	MULTIPOLYGON (((127.0178420618677 37.17878788692045, 127.0178363329338 37.17968927058097, 127.0189628473077 37.17969384935109, 127.018968562858 37.17879246554192, 127.0178420618677 37.17878788692045)))	3449.7249999999995	0.2704009831898391	11.775	4.97	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	2	0	0	0	14.912187500000002
다사573088	0	MULTIPOLYGON (((127.0189799931955 37.17698969750892, 127.0189742781539 37.17789108159452, 127.0201007660155 37.1778956493585, 127.0201064676746 37.17699426512458, 127.0189799931955 37.17698969750892)))	3449.7249999999995	0.2704009831898391	11.775	4.97	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	2	0	0	0	49.8015909090909
다사573089	0	MULTIPOLYGON (((127.0189742781539 37.17789108159452, 127.018968562858 37.17879246554192, 127.0200950641026 37.17879703345422, 127.0201007660155 37.1778956493585, 127.0189742781539 37.17789108159452)))	3449.7249999999995	0.2704009831898391	11.775	4.97	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	2	0	0	0	16.512916666666666
다사573090	0	MULTIPOLYGON (((127.018968562858 37.17879246554192, 127.0189628473077 37.17969384935109, 127.020089361936 37.17969841741173, 127.0200950641026 37.17879703345422, 127.018968562858 37.17879246554192)))	3449.7249999999995	0.2704009831898391	11.775	4.97	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	1	0	0	0	0.8724999999999999
다사573108	0	MULTIPOLYGON (((127.0188656440234 37.19501735295971, 127.0188599238925 37.19591873428088, 127.019986679529 37.19592330501197, 127.0199923862655 37.19502192354242, 127.0188656440234 37.19501735295971)))	2837.265000000001	0.1641877372278137	88.35499999999998	71.78	0.25	0	0	0	1	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	38.2696875
다사574087	0	MULTIPOLYGON (((127.0201121690799 37.17609288075245, 127.0201064676746 37.17699426512458, 127.0212329424074 37.17699882203177, 127.0212386304308 37.17609743751166, 127.0201121690799 37.17609288075245)))	3449.7249999999995	0.2704009831898391	11.775	4.97	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	52.24722537878787
다사574088	0	MULTIPOLYGON (((127.0201064676746 37.17699426512458, 127.0201007660155 37.1778956493585, 127.0212272541308 37.17790020641366, 127.0212329424074 37.17699882203177, 127.0201064676746 37.17699426512458)))	3449.7249999999995	0.2704009831898391	11.775	4.97	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	3	11	0	0	50.33152777777778
다사574108	0	MULTIPOLYGON (((127.0199923862655 37.19502192354242, 127.019986679529 37.19592330501197, 127.0211134354195 37.1959278650273, 127.0211191287615 37.19502648340971, 127.0199923862655 37.19502192354242)))	2837.265000000001	0.1641877372278137	88.35499999999998	71.78	0.25	0	0	0	1	0.0	0.0	0.0	0	0	0	0	0	4	72	0	0	111.54447916666668
다사575087	0	MULTIPOLYGON (((127.0212386304308 37.17609743751166, 127.0212329424074 37.17699882203177, 127.0223594173933 37.17700336823049, 127.0223650920349 37.17610198356277, 127.0212386304308 37.17609743751166)))	3581.13	0.2697800192419054	21.8925	11.44	0.5	0	2	0	0	0.0	0.0	0.0	0	0	0	0	0	4	8	1	0	27.180729166666666
다사575108	0	MULTIPOLYGON (((127.0211191287615 37.19502648340971, 127.0211134354195 37.1959278650273, 127.0222401915633 37.19593241432686, 127.0222458715109 37.19503103256157, 127.0211191287615 37.19502648340971)))	2837.265000000001	0.1641877372278137	88.35499999999998	71.78	0.25	0	0	1	0	6.0	0.0	0.0	0	0	0	0	0	4	42	0	0	10.833125
다사575109	0	MULTIPOLYGON (((127.0211134354195 37.1959278650273, 127.021107741824 37.19682924650668, 127.0222345113629 37.19683379595394, 127.0222401915633 37.19593241432686, 127.0211134354195 37.1959278650273)))	2837.265000000001	0.1641877372278137	88.35499999999998	71.78	0.25	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	6	0	0	3.5595937500000003
다사576085	0	MULTIPOLYGON (((127.0223764405603 37.17429921381272, 127.0223707664238 37.17520059875684, 127.0234972148991 37.17520513395252, 127.0235028756548 37.17430374886116, 127.0223764405603 37.17429921381272)))	5192.2825	0.20937150897964046	25.645000000000003	12.4425	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	2	0	0	0	218.32620535714287
다사576087	0	MULTIPOLYGON (((127.0223650920349 37.17610198356277, 127.0223594173933 37.17700336823049, 127.0234858926319 37.17700790372072, 127.0234915538914 37.17610651890572, 127.0223650920349 37.17610198356277)))	3712.535	0.2691590552939718	32.01	17.91	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	2	1	0	0	14.491590909090908
다사576107	0	MULTIPOLYGON (((127.0222515512058 37.19412965065806, 127.0222458715109 37.19503103256157, 127.0233726145131 37.19503557099799, 127.0233782808141 37.19413418894713, 127.0222515512058 37.19412965065806)))	2349.925	0.17542036002614084	93.065	78.845	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	4	4	44	1	0	305.4828125
다사576108	0	MULTIPOLYGON (((127.0222458715109 37.19503103256157, 127.0222401915633 37.19593241432686, 127.02336694796 37.19593695291063, 127.0233726145131 37.19503557099799, 127.0222458715109 37.19503103256157)))	2349.925	0.17542036002614084	93.065	78.845	0.5	0	0	0	0	0.0	0.0	0.0	0	2	0	0	41	4	45	0	0	185.60083333333336
다사576109	0	MULTIPOLYGON (((127.0222401915633 37.19593241432686, 127.0222345113629 37.19683379595394, 127.0233612811546 37.19683833468504, 127.02336694796 37.19593695291063, 127.0222401915633 37.19593241432686)))	2874.4937500000005	0.19339881569820952	80.63374999999998	62.35375	0.4375	0	1	0	1	0.0	0.0	0.0	0	0	0	0	162	4	8	1	0	120.75010416666666
다사576110	0	MULTIPOLYGON (((127.0222345113629 37.19683379595394, 127.0222288309097 37.19773517744278, 127.023355614097 37.19773971632124, 127.0233612811546 37.19683833468504, 127.0222345113629 37.19683379595394)))	4319.713333333333	0.2038709574747312	60.28666666666667	40.91833333333333	0.4166666666666667	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	4	0	0	66.23046875
다사577084	0	MULTIPOLYGON (((127.0235085361586 37.17340236363158, 127.0235028756548 37.17430374886116, 127.0246293110012 37.17430827320213, 127.0246349581249 37.17340688782566, 127.0235085361586 37.17340236363158)))	5123.105000000001	0.2072981678633516	11.375	4.395	0.75	0	0	0	0	0.0	0.0	0.0	1	0	0	0	0	4	0	0	0	396.79336011904775
다사577085	0	MULTIPOLYGON (((127.0235028756548 37.17430374886116, 127.0234972148991 37.17520513395252, 127.0246236636263 37.17520965844043, 127.0246293110012 37.17430827320213, 127.0235028756548 37.17430374886116)))	5192.2825	0.20937150897964046	25.645000000000003	12.4425	0.75	0	1	0	0	0.0	0.0	0.0	0	0	0	0	0	3	0	0	0	110.20793981481482
다사577086	0	MULTIPOLYGON (((127.0234972148991 37.17520513395252, 127.0234915538914 37.17610651890572, 127.024618016 37.17611104354054, 127.0246236636263 37.17520965844043, 127.0234972148991 37.17520513395252)))	5261.46	0.21144485009592934	39.915000000000006	20.49	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	3	0	0	0	33.71277777777778
다사577087	0	MULTIPOLYGON (((127.0234915538914 37.17610651890572, 127.0234858926319 37.17700790372072, 127.0246123681223 37.17701242850246, 127.024618016 37.17611104354054, 127.0234915538914 37.17610651890572)))	4486.9975	0.24030195269495055	35.96250000000001	19.2	0.625	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	20.06587121212121
다사577088	0	MULTIPOLYGON (((127.0234858926319 37.17700790372072, 127.0234802311203 37.17790928839752, 127.0246067199933 37.17791381332619, 127.0246123681223 37.17701242850246, 127.0234858926319 37.17700790372072)))	3712.535	0.2691590552939718	32.01	17.91	0.5	0	1	0	0	0.0	0.0	0.0	0	0	0	0	0	4	14	0	0	92.129375
다사577109	0	MULTIPOLYGON (((127.02336694796 37.19593695291063, 127.0233612811546 37.19683833468504, 127.0244880511985 37.19684286270002, 127.0244937046088 37.19594148077861, 127.02336694796 37.19593695291063)))	2639.7200000000007	0.20634183819062504	71.33500000000002	47.015	0.5	0	0	0	1	0.0	0.0	15.0	0	2	0	0	0	4	42	0	0	78.96572916666666
다사577110	0	MULTIPOLYGON (((127.0233612811546 37.19683833468504, 127.023355614097 37.19773971632124, 127.0244823975365 37.19774424448322, 127.0244880511985 37.19684286270002, 127.0233612811546 37.19683833468504)))	11768.23	0.18244806809967984	37.45333333333335	23.685	0.5833333333333334	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	9	1	0	91.89104166666668
다사578083	0	MULTIPOLYGON (((127.0246406049972 37.17250550231098, 127.0246349581249 37.17340688782566, 127.0257613803424 37.17341140131261, 127.0257670138352 37.17251001565138, 127.0246406049972 37.17250550231098)))	4886.467500000002	0.21556556851453115	23.975	10.24	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	825.0223958333335
다사578084	0	MULTIPOLYGON (((127.0246349581249 37.17340688782566, 127.0246293110012 37.17430827320213, 127.025755746599 37.17431278683566, 127.0257613803424 37.17341140131261, 127.0246349581249 37.17340688782566)))	4886.467500000002	0.21556556851453115	23.975	10.24	0.75	0	0	0	0	0.0	0.0	0.0	3	0	0	0	0	4	1	0	0	242.87793019480526
다사578086	0	MULTIPOLYGON (((127.0246236636263 37.17520965844043, 127.024618016 37.17611104354054, 127.0257444783599 37.17611555746721, 127.0257501126048 37.17521417222053, 127.0246236636263 37.17520965844043)))	5261.46	0.21144485009592934	39.915000000000006	20.49	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	17	0	0	61.67786458333334
다사578087	0	MULTIPOLYGON (((127.024618016 37.17611104354054, 127.0246123681223 37.17701242850246, 127.0257388438642 37.17701694257572, 127.0257444783599 37.17611555746721, 127.024618016 37.17611104354054)))	5330.81625	0.22017258809668053	55.19375000000001	32.25125	0.6875	0	1	0	0	0.0	0.0	0.0	4	1	0	0	0	4	0	1	0	71.94802083333335
다사578088	0	MULTIPOLYGON (((127.0246123681223 37.17701242850246, 127.0246067199933 37.17791381332619, 127.0257332091177 37.17791832754602, 127.0257388438642 37.17701694257572, 127.0246123681223 37.17701242850246)))	4121.47625	0.2677321228466102	58.94125	35.74	0.5625	0	4	0	0	0.0	0.0	0.0	2	2	0	0	0	4	3	1	0	27.37302083333333
다사578089	0	MULTIPOLYGON (((127.0246067199933 37.17791381332619, 127.0246010716129 37.17881519801172, 127.0257275741205 37.17881971237814, 127.0257332091177 37.17791832754602, 127.0246067199933 37.17791381332619)))	2158.5750000000007	0.3380760868119289	60.255	32.665	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	8	0	0	47.378229166666664
다사578109	0	MULTIPOLYGON (((127.0244937046088 37.19594148077861, 127.0244880511985 37.19684286270002, 127.025614821494 37.19684737999885, 127.0256204615093 37.19594599793077, 127.0244937046088 37.19594148077861)))	14931.6575	0.19065127869262385	36.102500000000006	23.5475	0.75	1	0	0	0	6.0	0.0	0.0	0	0	0	0	0	4	36	0	0	16.517291666666665
다사578110	0	MULTIPOLYGON (((127.0244880511985 37.19684286270002, 127.0244823975365 37.19774424448322, 127.0256091812277 37.19774876192871, 127.025614821494 37.19684737999885, 127.0244880511985 37.19684286270002)))	18991.15	0.18234693676307934	16.746666666666666	11.501666666666667	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	24.11497023809524
다사579079	0	MULTIPOLYGON (((127.0257895452992 37.16890447162463, 127.0257839128092 37.16980585783858, 127.0269102817628 37.16981036003358, 127.0269159008756 37.16890897367342, 127.0257895452992 37.16890447162463)))	3016.77125	0.2556267975326509	58.5975	37.8725	0.75	0	3	0	1	0.0	0.0	0.0	10	0	0	0	203	4	0	1	0	8.674289772727274
다사579080	0	MULTIPOLYGON (((127.0257839128092 37.16980585783858, 127.0257782800686 37.17070724391435, 127.0269046623999 37.17071174625556, 127.0269102817628 37.16981036003358, 127.0257839128092 37.16980585783858)))	3958.775	0.2376738043784118	33.26	16.86	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	2	0	0	0	0.37935064935064944
다사579081	0	MULTIPOLYGON (((127.0257782800686 37.17070724391435, 127.0257726470772 37.17160862985195, 127.026899042787 37.17161313233937, 127.0269046623999 37.17071174625556, 127.0257782800686 37.17070724391435)))	3958.775	0.2376738043784118	33.26	16.86	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	2	0	0	0	0.36224025974025975
다사579082	0	MULTIPOLYGON (((127.0257726470772 37.17160862985195, 127.0257670138352 37.17251001565138, 127.0268934229239 37.172514518285, 127.026899042787 37.17161313233937, 127.0257726470772 37.17160862985195)))	3958.775	0.2376738043784118	33.26	16.86	0.75	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	0.3593731060606061
다사579083	0	MULTIPOLYGON (((127.0257670138352 37.17251001565138, 127.0257613803424 37.17341140131261, 127.0268878028108 37.17341590409246, 127.0268934229239 37.172514518285, 127.0257670138352 37.17251001565138)))	4304.302500000002	0.23075338677206125	34.917500000000004	16.4725	0.75	0	3	0	0	0.0	0.0	0.0	5	0	0	0	0	4	0	1	0	532.3183482142856
다사579088	0	MULTIPOLYGON (((127.0257388438642 37.17701694257572, 127.0257332091177 37.17791832754602, 127.0268596984928 37.17792283105698, 127.0268653198568 37.17702144594045, 127.0257388438642 37.17701694257572)))	6817.5625	0.19623349059538714	53.5	25.13	0.75	0	0	0	0	0.0	0.0	0.0	1	0	0	0	0	4	2	0	0	11.780132575757575
다사579089	0	MULTIPOLYGON (((127.0257332091177 37.17791832754602, 127.0257275741205 37.17881971237814, 127.0268540768788 37.17882421603535, 127.0268596984928 37.17792283105698, 127.0257332091177 37.17791832754602)))	4487.2725	0.2643029360768439	58.0375	30.79	0.625	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	12	0	0	65.30010416666666
다사579109	0	MULTIPOLYGON (((127.0256204615093 37.19594599793077, 127.025614821494 37.19684737999885, 127.0267415920406 37.19685188658152, 127.0267472186608 37.19595050436713, 127.0256204615093 37.19594599793077)))	12951.074	0.189167705445206	34.364000000000004	22.23	0.65	1	1	0	0	0.0	0.0	0.0	0	0	0	0	0	4	7	0	0	31.879166666666666
다사579110	0	MULTIPOLYGON (((127.025614821494 37.19684737999885, 127.0256091812277 37.19774876192871, 127.02673596517 37.19775326865769, 127.0267415920406 37.19685188658152, 127.025614821494 37.19684737999885)))	27223.595	0.17496071919462264	0.87	0.08	1.0	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	3	10	0	0	3.8981818181818175
다사580078	0	MULTIPOLYGON (((127.0269215197383 37.16800758717508, 127.0269159008756 37.16890897367342, 127.028042256702 37.16891346501683, 127.028047862188 37.16801207837265, 127.0269215197383 37.16800758717508)))	2069.648333333333	0.2908833438445377	94.745	81.92833333333333	0.6666666666666666	0	0	0	0	64.0	1.0	1.0	0	0	0	0	0	4	2819	1	0	37.6365625
다사580079	0	MULTIPOLYGON (((127.0269159008756 37.16890897367342, 127.0269102817628 37.16981036003358, 127.0280366509664 37.16981485152283, 127.028042256702 37.16891346501683, 127.0269159008756 37.16890897367342)))	2316.0916666666667	0.27625985614784426	75.13833333333334	55.20333333333334	0.6666666666666666	1	0	0	1	0.0	1.0	0.0	1	0	0	0	0	4	0	0	0	11.574640151515153
다사580080	0	MULTIPOLYGON (((127.0269102817628 37.16981036003358, 127.0269046623999 37.17071174625556, 127.0280310449813 37.17071623789069, 127.0280366509664 37.16981485152283, 127.0269102817628 37.16981036003358)))	2324.453333333333	0.2745904643738977	57.97833333333333	38.57833333333335	0.6666666666666666	1	0	0	1	0.0	0.0	0.0	4	2	0	0	10	4	0	0	0	7.814554924242425
다사580089	0	MULTIPOLYGON (((127.0268596984928 37.17792283105698, 127.0268540768788 37.17882421603535, 127.0279805798873 37.17882870898335, 127.0279861881182 37.1779273238591, 127.0268596984928 37.17792283105698)))	4487.2725	0.2643029360768439	58.0375	30.79	0.625	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	32.052187499999995
다사580090	0	MULTIPOLYGON (((127.0268540768788 37.17882421603535, 127.0268484550145 37.17972560087551, 127.0279749714068 37.1797300939694, 127.0279805798873 37.17882870898335, 127.0268540768788 37.17882421603535)))	2286.4400000000005	0.33547736597138955	58.5975	29.025	0.5	0	0	0	0	0.0	0.0	0.0	1	0	0	0	0	4	5	1	0	104.01572916666666
다사580108	0	MULTIPOLYGON (((127.0267528450306 37.19504912201455, 127.0267472186608 37.19595050436713, 127.0278739760627 37.19595500008767, 127.027879589038 37.19505361758915, 127.0267528450306 37.19504912201455)))	10989.123333333337	0.1847368345170889	31.376666666666665	19.623333333333328	0.75	0	0	0	2	0.0	0.0	0.0	0	0	0	0	0	4	7	0	0	4.951979166666666
다사580109	0	MULTIPOLYGON (((127.0267472186608 37.19595050436713, 127.0267415920406 37.19685188658152, 127.0278683628376 37.19685638244803, 127.0278739760627 37.19595500008767, 127.0267472186608 37.19595050436713)))	15212.83	0.1727933759615322	12.435000000000002	5.69625	0.6875	0	0	0	0	0.0	0.0	0.0	0	0	0	0	0	4	0	0	0	12.198125000000005
다사581070	0	MULTIPOLYGON (((127.0280926970972 37.1608009802452, 127.0280870936064 37.1617023679947, 127.029213342686 37.16170684746879, 127.0292189328048 37.1608054595738, 127.0280926970972 37.1608009802452)))	7818.04	0.14433152290868195	83.065	70.83500000000002	1.0	0	0	0	0	0.0	0.0	0.0	4	0	0	0	1	4	0	0	0	35.922888257575764
다사581072	0	MULTIPOLYGON (((127.0280814898663 37.16260375560604, 127.0280758858768 37.16350514307921, 127.0292021617019 37.16350962284426, 127.0292077523183 37.1626082352256, 127.0280814898663 37.16260375560604)))	421.31	0.06415703401295958	90.28	59.48	0.5	0	1	0	0	0.0	0.0	0.0	1	0	0	0	0	4	4	0	0	18.444645833333336
다사581073	0	MULTIPOLYGON (((127.0280758858768 37.16350514307921, 127.0280702816379 37.16440653041423, 127.0291965708366 37.16441101032476, 127.0292021617019 37.16350962284426, 127.0280758858768 37.16350514307921)))	421.31	0.06415703401295958	90.28	59.48	0.5	0	0	0	0	0.0	0.0	0.0	0	0	0	0	1	4	2	0	0	3.214236111111111
다사581079	0	MULTIPOLYGON (((127.028042256702 37.16891346501683, 127.0280366509664 37.16981485152283, 127.0291630204195 37.16981933230637, 127.0291686127778 37.16891794565485, 127.028042256702 37.16891346501683)))	1262.8083333333334	0.3026050435692821	96.03000000000002	84.33666666666666	0.5	1	0	0	0	30.0	0.0	0.0	0	0	0	0	0	4	0	0	0	25.936893939393936
다사581080	0	MULTIPOLYGON (((127.0280366509664 37.16981485152283, 127.0280310449813 37.17071623789069, 127.0291574278123 37.17072071881972, 127.0291630204195 37.16981933230637, 127.0280366509664 37.16981485152283)))	2221.1075	0.2808825428961477	66.5775	50.035	0.625	1	0	0	0	73.0	0.0	0.0	2	0	0	0	0	4	0	0	0	18.67880681818182
다사581081	0	MULTIPOLYGON (((127.0280310449813 37.17071623789069, 127.0280254387468 37.17161762412036, 127.0291518349562 37.17162210519491, 127.0291574278123 37.17072071881972, 127.0280310449813 37.17071623789069)))	2883.563333333333	0.2406949387777232	58.4	38.59	0.5833333333333334	0	3	0	0	0.0	0.0	0.0	7	0	0	0	57	4	3	1	0	0.4845170454545454
다사581082	0	MULTIPOLYGON (((127.0280254387468 37.17161762412036, 127.0280198322628 37.17251901021185, 127.0291462418511 37.17252349143192, 127.0291518349562 37.17162210519491, 127.0280254387468 37.17161762412036)))	1338.445	0.2626259999757896	95.18	76.315	0.5	0	1	0	0	0.0	0.0	0.0	0	0	0	0	1	4	3	0	0	6.908399621212121
